contentid,capacity,baby_carriage,credit_card,pet,discount_info,info_center,parking,parking_fee,rest_date,use_fee,use_time,scale,spend_time
130909,,없음,없음,없음,,무주양수 총무팀 070-4000-2141,주차 가능,무료,"설날, 추석 연휴, 회사가 지정한 날",무료,"평일 09:00~17:00<br />
토,일 10:00~16:00",,
130404,[다목적홀] 700석,없음,없음,불가,,시설관리사업소 063-320-5601,주차 가능,,시설에 따라 다름,,시설에 따라 다름,,
130871,,없음,없음,불가,,미당 시문학관 063-560-8058,주차 가능,,"월요일, 1월 1일",무료,"하절기(3~10월) 09:00~18:00<br>
동절기(11~2월) 09:00~17:00","부지 2,862평, 생가 복원 2동, 시비 건립 1식, 시문학관",
130253,,없음,없음,불가,,벽골제아리랑사업소 063-540-3676,1700대(승용차 기준),무료,"매주 월요일, 1월 1일",무료,"동절기(11월~2월) 09:00 ~ 17:00 <br />
하절기(3월~10월) 09:00 ~ 18:00","2,183.6㎡",
2660811,,없음,없음,없음,,063-859-4641,,,"1월1일, 매주 월요일",,10:00 ~ 18:00(관람시간 종료 1시간 전까지),,
2037459,,없음,가능,가능,,063-580-4082,"있음 (소형 102대, 대형 20대)",무료,"1월1일, 추석 및  설날 당일<br />
매주 월요일(월요일이 공휴일인 경우 그 다음날)  그 밖에 군수가 필요하다고 정하는 날","개인 : 성인 3,000원 / 어린이 및 청소년 1,500원 / 경로 1,500원 / 부안군민 1,500원(신분증 지참)<br />
단체 : 성인 20명 이상, 외국인 5명이상 2,000원<br />
※ 관내 숙박업소나 음식점 방문 영수증 제시하시면 성인 1,000원 할인<br />
※ 무료<br />
- 국가유공자 및 그 유족<br />
- 장애인(1급~3급은 보호자 1명 포함)<br />
- 4세 이하 유아<br />
- 하사 계급 이하 현역 군인<br />
- 전북투어패스카드 소지자",09:00~18:00(매표마감 17:00),,
1608766,,없음,없음,없음,,부안댐 물문화관 063-580-3273,주차 가능,,"월요일,설날당일,추석당일",무료,09:00~17:00,,
130194,,없음,없음,불가,,부안문화원 063-583-2101,주차 가능,,"토요일, 일요일, 공휴일",,09:00~18:00,,
1755818,공연장 499석 / 전시실 500명,없음,없음,불가,,063-580-4318,주차 가능,,,공연에 따라 다름,공연에 따라 다름,,공연에 따라 다름
2405938,,없음,없음,불가,내소사입장권 소지자 박물관 관람료 50%할인,063-580-3964,주차 가능,무료,"매주 월요일(월요일이 공휴일인 경우 다음날 휴관), 신정, 추석, 설날","어른 - 개인 3,000원 / 단체2,000원<br />
청소년 및 군경 - 개인 2,000원 / 단체 1,500원<br />
어린이 - 개인 1,000원 / 단체 500원<br />
4D영상실 - 개인 3,000원 / 단체 2,000원<br />
※ 단체 : 20명 이상","하절기(3~10월)  매표시간 10:00~17:30 / 관람시간 10:00~18:00<br />
동절기(11~2월)  매표시간 10:00~16:30 / 관람시간 10:00~17:00",,1시간 이상
2606578,,없음,없음,없음,,부채문화관 063-231-1774,,,"매주 월요일, 설날, 추석",,10:00~18:00,,
2606585,,없음,없음,없음,,서학동 사진관 063-905-2366,,,,,,,
2564147,100명 수용가능,불가,없음,불가,,석정문학관 063-584-0560~1,있음 (소형  15대/ 대형  3대 주차가능),무료,"매주 월요일(월요일이 공휴일인 경우 다음날 휴관), 신정, 추석, 설날",무료,"하절기(3~10월) 09:00~18:00<br />
동절기(11~2월) 09:00~17:00",,약 1시간
129937,,없음,없음,불가,,솔화랑 063-285-7007,주차 가능,무료,,무료,10:00~18:00 (입장은 17:30까지 가능),,
129979,,없음,없음,불가,,순창문화원 063-653-2069,주차 가능,,"토요일, 일요일, 공휴일",,"09:00~18:00<br />
※ 강좌에 따라 변동 가능",38평,
638976,,없음,없음,불가,,순창장류박물관 063-650-1627,주차 가능,무료,"매주 월요일, 1월 1일, 설, 추석, 순창군수가 필요하다고 인정하여 정하는 날",무료,"하절기(3~10월) 09:00~18:00<br /> 
동절기(11~2월) 09:00~17:00<br />
※ 점심시간(12:00~13:00) 관람 불가<br />
※ 문화가 있는날 매월 마지막 수요일 2시간 연장","부지 8,439㎡, 건축물 1동 2층 1,513㎡",
1587143,,없음,가능,불가,,063-231-0090,주차 가능(인근 공영주차장 이용),,1월 1일,"[경기전 관람료]<br />
개인 - 어른 3,000원 / 청소년, 군인 2,000원 / 어린이 1,000원<br />
단체 - 어른 2,500원 / 청소년, 군인 1,500원 / 어린이 500원<br />
* 전주시민<br />
개인 - 어른 1,000원 / 청소년, 군인 1,000원 / 어린이 500원 <br />
단체 - 어른 800원 / 청소년, 군인 600원 / 어린이 300원<br />
※ 어진박물관 별도 관람료 없음<br />
※ 무료관람일 :1월 1일, 추석, 설날, 3·1절, 광복절, 문화가 있는날(매월 마지막주 수요일)<br />
※ 관람료 면제대상(외국인제외)<br />
- 만 6세 이하의 취학 전 아동, 만 65세 이상의 신분증을 소지한 사람, 국가유공자증 및 장애인등록증을 소지한 사람","09:00~19:00<br />
하절기(6~8월) 20:00까지<br />
동절기(11~2월) 18:00까지",,
2605928,,없음,없음,없음,,여인숙 갤러리 063-471-1993,,,,,,,
1611872,,없음,없음,없음,,예솔분재원 063-652-1707,주차 가능,,,없음,,,
2606148,,없음,없음,없음,,오스갤러리 063-244-7116,,,,,,,
2041366,100명(동시체험객 목공: 40명 / 옻칠목걸이:40명 / 갈이체험: 20명),없음,가능,불가,,063-626-5725,주차 가능,무료,설/추석,체험별 상이,09:00~18:00 (방문 전 전화문의),"부지면적 : 1237㎡ <br />
건축면적 : 600㎡(1층 330㎡, 2층 330㎡)",1시간 소요
129980,,불가,없음,불가,,완주문화원 063-263-0222,주차 가능,,"토요일, 일요일, 공휴일",,09:00~18:00,,
1784117,220석,없음,없음,불가,,063-291-7245,"있음 (약 소형 60대, 대형2대 주차가능)",,"매주 월요일, 공휴일, 명절",,"화~금 09:00 ~ 21:00<br />
토~일 09:00 ~ 18:00","부지면적 2,535㎡, 건축연면적 900㎡(지상2층)<br />
무대면적 78㎡(2층), 객석면적 259㎡",
130039,,없음,없음,없음,,원광대학교 박물관 063-850-5483,주차 가능,유료,"매주 토, 일요일, 법정공휴일, 기타 필요한 경우",무료,월~금 10:00~16:00,"대지면적 6,065㎡<br>
연건축면적 6,065㎡ (지하 1층, 지상 4층)",
1582354,200명 수용가능,없음,없음,불가,,원불교역사박물관 063-850-3240~3243,주차 가능 (30대),무료,"매주 월요일, 공휴일",무료,10:00~17:00 (1시간전까지 입장가능),"부지면적 9,771㎡, 건축연면적 2,570㎡(지상2층)<br />
전시면적 1,609.85㎡",약 40분
130046,,없음,없음,없음,,위도띠뱃놀이 전수관 063-581-2208,,,,,,,
130238,,없음,없음,불가,,익산국악원 063-855-3791,없음,,,,,,
130239,,없음,없음,불가,,"063-835-0120, 0128",주차 가능,,"토요일, 일요일, 공휴일",,10:00~17:00,,
130163,"중공연장 584석<br>
소공연장 250석<br>",없음,가능,불가,,익산시솜리문화예술회관 063-859-5278,주차 가능,무료,매주 월요일(시설물점검일로 대관불가),공연에 따라 변동,,"부지면적 12,977㎡, 건축연면적6,961㎡(지상3, 지하1층)<br>
전시면적 : 642㎡(1층179 ㎡, 2층 298㎡, 지하165㎡)",
129982,,없음,없음,불가,,임실문화원 063-642-2211,주차 가능,,"토요일, 일요일, 공휴일",,"09:00~18:00<br />
※ 강좌시간에 따라 변동 가능",,
2606124,,없음,없음,없음,,장미갤러리 063-445-9813,,,"매주 월요일,1월1일",,10:00~17:00,,
1750151,"산디관 1,000석 / 한누리시네마 90석 / 다목적실 80석 / 소공연장 278석",없음,가능,불가,,063-350-2881,"주차 가능(대형 20대, 소형 150대)",무료,"일요일, 공휴일",,06:00~22:00 (각 시설별 이용시간 다름),"부지면적 : 9,310㎡ (2,816평) <br />
건축면적 : 3층 연면적 8,300㎡ (2,515평)",
130199,,없음,없음,불가,,장수문화원 063-351-5349,주차 가능,,"토요일, 일요일, 공휴일",,09:00~18:00,,
1585217,,없음,없음,없음,,계암장학회(장길남) 010-3667-6511,주차 가능,,,무료,10:00~17:00,,
130055,,없음,없음,불가,,전라북도립국악원 063-290-6450,주차 가능,,공연에 따라 다름,공연에 따라 다름,공연에 따라 다름,"[본관]<br>
부지 5,479㎥ (1,654평)<br>
건물 2,505,48㎥ (758평)<br>
본건물 2,171,8㎥, 조립식 333,68㎥ (101평)<br>
구조 지하1층, 지상3층<br><br>
[명인홀]<br>
지하1층 대연습실 등 825,72㎥ (249,78평)<br>
지하1층 1/2 개인연습실 등 181,64㎥(54,94평)<br>
지상1층 주묻 등 565,49㎥(171,06평)<br>
지상2층 공연기획실 등 433,62㎥ (131,17평)",
130537,250명,없음,없음,없음,,산림박물관 063-652-6792,주차 가능(소형 59대 / 대형 16대 / 장애인용 2대 / 임산부용 2대),무료,"매주 월요일(단, 공휴일과 겹치는 경우 익일), 1월 1일, 설추석",무료,"하절기(3월~10월) 09:00~18:00 <br />
동절기(11월~2월) 09:00~17:00","부지 104,280㎡, 건축연면적 6,153㎡<br>
전시관 5,933㎡ (지상2층, 지하1층)",120분
1626011,,없음,없음,없음,,전라북도문화관광재단 063-230-7400,주차 가능 (주차공간이 협소하므로 가급적 대중교통 이용),,,,,,
1625244,"1,000여명",없음,없음,불가,,"관람문의 063-270-3488, 3658","주차 가능(소형차 50대, 대형 5대 주차 가능)","전북대학교 주차료 징수(기본 30분 1,000원, 이후 10분당 200원씩 추가)","법정공휴일, 개교기념일(10월 15일)",무료,월~토 09:30~17:30,"대지면적 1,320,267㎡, 연면적 6,521㎡(지하1층,지상3층)",약 2시간
2037231,"1,500명 수용가능",가능,가능,불가,,063-290-6888,주차 가능(74대),무료,"매주 월요일, 설/추석 당일","무료, 특별전의 경우 별도","10:00~18:00 <br />
※ 마감 30분 전까지 입장가능","부지면적 : 20,982.60㎡ <br />
건물면적 : 3,917.58㎡ <br />
연면적 : 6,904.81㎡",약 2시간
2445701,열람석 150석,없음,없음,불가,,전북도청도서관 063-280-2454,주차 가능,무료,"토요일, 일요일, 법정 공휴일",무료,09:00~18:00,"연면적 1,028㎡",
130054,공연장 관람석 : 486석(1층),없음,없음,불가,,전주덕진예술회관 063-281-6650,주차 가능,무료,,공연에 따라 다름,공연에 따라 다름,"공연장 - 248평<br>
무대 - 50평<br>
분장실 - 남·여 13평",
130444,,없음,없음,불가,,전주 전통술박물관 063-287-6305,박물관 인근 주차,,매주 월요일 휴관,무료,09:00~18:00,대지면적 614.90㎡ / 건축면적 274.92㎡ / 높이 7.51㎡,
1594841,,없음,없음,없음,,전주 창작극회 창작소극장 063-282-1810,,,,공연에 따라 다름,공연에 따라 다름,,
2556204,50명 수용 가능,없음,가능,없음,단체 40인이상,010-4131-3206,,,설/추석 당일,"3,000원",10:00~19:00,전시면적 429㎡(130평),약 1시간
1592698,,없음,없음,불가,,전주시청 문화정책과 063-281-1541,주차 가능,,,무료,,,10분
130357,,불가,가능,불가,,"전주공예품전시관 063-282-8886<br />
전구공예품체험관 063-282-8841<br />
전구공예품판매관 063-282-8851",없음,,"매주 월요일, 1월1일, 설날당일, 추석당일",무료(체험료 별도),"하절기(3~10월) 10:00~19:00 <br />
동절기(11~2월) 10:00~18:00",,
1626103,,없음,없음,불가,,전주대학교 박물관 063-220-2159,주차 가능,,"토요일, 일요일, 공휴일",무료,09:00~17:00,,
129974,,없음,없음,불가,,전주문화원 063-255-3360,없음,,"토요일, 일요일, 공휴일",,"09:00~18:00 <br />
※ 강좌에 따라 변동 가능",,
2550793,100명,없음,가능,없음,지역주민 50%할인,전주미술관 036-283-8886~7,있음,"1시간에 1,000원","매주 월요일, 1월1일, 설연휴, 추석연휴","성인 3,000원/ 청소년 2,000원)/ 어린이 1,000원",10:00~18:00 (30분 전까지 입장 가능),부지면적253.200㎡ /전시면적 114.200㎡,약 30분
130445,,없음,없음,불가,,"063-228-6485,6",주차 가능,,"매주 월요일, 1월 1일",무료,"09:00~18:00<br>
※ 관람마감 30분 전까지 입장 가능","부지면적 4,530㎡<br>
건축면적 674.86㎡(지하 1층, 지상 3층)",
1626068,,없음,없음,불가,,전주시립도서관 063-287-6417,주차 가능,,"[도서관] 신정/설날/추석 당일<br />
[자료실] 매주 월요일 및 법정공휴일",,"[자료실] <br />
화~금 09:00~22:00, 토~일 09:00~17:00<br />
[열람실]<br />
3~10월 : 07:00~23:00(주말,공휴일 22:00까지)<br />
11~2월 : 08:00~22:00",,
1586964,,없음,가능,불가,,063-288-9540,주차 가능,,"매주 월요일(공휴일인 경우 다음날), 1월 1일, 설 및 추석 당일","개인 - 성인 2,000원 / 청소년, 군인 1,000원 / 어린이 500원<br />
단체 - 성인 1,500원 / 청소년, 군인 700원 / 어린이 300원<br />
※ 성인(만 19세 이상), 청소년(중·고등학생 ,청소년증 소지자), 군인(신분증 또는 휴가증을 소지한 하사이하 군인), 어린이(만 7~13세 초등학생)<br />
※ 무료관람 : 국가유공자와 유족, 장애인 복지카드소지자 및 동행 보호자 1인, 만 6세 이하 , 만 65세 이상, 전주시 다둥이 카드 소지자<br />
※ 국가유공자와 유족 및 65세이상, 장애인, 학생은 이를 증명할 수 있는 신분증 제시","09:00~18:00(하절기(5~9월) 1시간연장)<br />
※ 매표시간 : 마감 1시간 전까지 가능",,
1592736,,없음,없음,없음,,전주한방문화센터 063-232-2500,인근 주차장 이용,,연중무휴,,"09:30~21:00 <br />
※ 사정에 따라 변동될 수 있음. 사전 확인 후 방문요망",,20분
130437,"한벽공연장: 239석<br>
 경업당: 50명<br>
 놀이마당: 300명<br> 혼례마당: 300명",가능,가능,불가,예약프로그램만 운영,전주한벽문화관 063-280-7000,"지하1층: 79대<br>
지상1층: 9대(장애인 주차시설 2대 포함)<br>지상2층: 5대(대형버스 3대, 장애인 주차시설 2대)<br>",무료,"매주 일요일, 월요일",예약프로그램만 운영,09:00~18:00,"대지면적 : 8,403.0㎡ (2,146평)<br>
 건축면적 : 3,342.7㎡ (1,012평)<br> 연 면 적 : 6,749.2㎡ (2,045평)",
268161,,없음,없음,불가,,전주한지박물관 063-210-8103,주차 가능,무료,"매주 일요일, 매주 월요일, 1월 1일, 설날/추석 연휴",무료,09:00~17:00 (관람마감 30분 전까지 입장가능),,
129976,,없음,없음,불가,,정읍문화원 063-532-0222,주차 가능,무료,"토요일, 일요일, 공휴일",,"09:00~18:00<br />
※강좌시간에 따라 변동 가능",전용면적 120평,
130043,,없음,없음,불가,,정읍사국악원 063-539-6427,주차 가능,무료,"토요일, 일요일, 법정공휴일",,09:00~18:00,"대지 7,956㎡ / 연면적 1,086.2㎡",
130042,"603석(2층 365석,3층 238석)",없음,없음,불가,,정읍사예술회관 063-539-6424,주차 가능,무료,,"공연, 전시에 따라 다름","공연, 전시에 따라 다름",,
1624811,,없음,없음,불가,,"아리랑문학관 063-540-3934, 4986",주차 가능,,"매년 1월 1일, 매주 월요일",무료,"하절기 09:00~18:00<br />
동절기 09:00~17:00",총면적 422.49㎡,
130328,,없음,없음,불가,,문예체육회관 063-430-8716,주차 가능,무료,"설, 추석 연휴",,,"부지면적 8,230㎡(2,490평)<br>
시설면적 4,969㎡(1,503평)<br>
관 중 석 1500석<br>
경기장 면적 1,104㎡",
129983,,없음,없음,불가,,진안문화원 063-433-1674,주차 가능,무료,"매주 토요일, 일요일, 공휴일",,"09:00~18:00<br />
※ 강좌시간에 따라 변동 가능",전용면적 22평,
1628029,,없음,없음,불가,,진안역사박물관 063-430-8086,주차 가능,,매주 월요일,무료,09:00~18:00,,
130332,,없음,없음,불가,,채만식 문학관 063-454-7885,주차 가능,,"매주 월요일, 1월 1일",무료,09:00~18:00,"지상 2층 161평 (부지 2,991평)",
231978,"전시실 70여명, 세미나실 100여명",없음,없음,불가,,최명희문학관 063-284-0570,주차 가능,무료,"월요일, 1월 1일, 설/추석",무료,10:00~18:00,"연면적 약 481.05㎡(지하1층, 지상1층)",약 20분 ~ 1시간
1612096,,없음,없음,없음,,추령장승촌 063-652-5596,없음,,,,,,
130041,,없음,없음,불가,,춘향문화예술회관 063-620-5724,주차 가능,무료,공연에 따라 다름,,공연에 따라 다름,"지하 1층, 지상 2층<br>
대지면적 10, 604㎡, 건축면적 4,410㎡ <br>",
2605804,,없음,없음,없음,,063-211-0288,"총 주차 가능 대수 : 40대 (1단지-38대, 카페-2대)<br />
장애인 주차 : 4대",,"매주 월요일, 명절 당일",,"* 팔복예술공장<br />
- 화~일 : 10:00~18:00<br />
<br />
* 카페써니
- 화~일 : 10:00~19:00<br />",,
